Date,Close,High,Low,Open,Volume
,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI
2019-01-02,4689.39013671875,4699.97998046875,4606.2001953125,4642.18017578125,76980400
2019-01-03,4611.490234375,4671.27978515625,4607.68017578125,4641.7998046875,78741500
2019-01-04,4737.1201171875,4750.509765625,4636.7900390625,4649.6298828125,95967400
2019-01-07,4719.169921875,4760.27001953125,4690.22021484375,4757.009765625,73900700
2019-01-08,4773.27001953125,4810.27001953125,4719.22998046875,4722.16015625,98114900
2019-01-09,4813.580078125,4843.47998046875,4801.830078125,4811.18017578125,94180800
2019-01-10,4805.66015625,4805.66015625,4759.759765625,4788.759765625,76138500
2019-01-11,4781.33984375,4821.27978515625,4760.83984375,4814.66015625,77037500
2019-01-14,4762.75,4773.14990234375,4730.5498046875,4740.31005859375,69500100
2019-01-15,4786.169921875,4816.72998046875,4754.68994140625,4799.580078125,83421600
2019-01-16,4810.740234375,4816.490234375,4784.7900390625,4811.58984375,81097500
2019-01-17,4794.3701171875,4801.669921875,4772.64013671875,4782.6298828125,82674400
2019-01-18,4875.93017578125,4881.56982421875,4824.259765625,4825.97021484375,106129400
2019-01-21,4867.77978515625,4872.6201171875,4859.759765625,4865.7900390625,49416900
2019-01-22,4847.52978515625,4863.2998046875,4824.06005859375,4841.18017578125,67998400
2019-01-23,4840.3798828125,4875.41015625,4820.14013671875,4831.919921875,78599700
2019-01-24,4871.9599609375,4883.89990234375,4832.39990234375,4839.58984375,82884500
2019-01-25,4925.81982421875,4931.7998046875,4890.89990234375,4895.58984375,82965000
2019-01-28,4888.580078125,4912.10009765625,4878.6201171875,4903.9501953125,64841000
2019-01-29,4928.18017578125,4949.4501953125,4879.66015625,4889.33984375,66407300
2019-01-30,4974.759765625,4974.759765625,4942.64013671875,4943.68017578125,68861600
2019-01-31,4992.72021484375,5016.27978515625,4955.5,4993.08984375,102641200
2019-02-01,5019.259765625,5023.3701171875,4980.5,5004.64990234375,79792300
2019-02-04,5000.18994140625,5019.39990234375,4970.7001953125,5014.31005859375,70664200
2019-02-05,5083.33984375,5083.33984375,4997.52978515625,5009.830078125,87212600
2019-02-06,5079.0498046875,5083.81005859375,5058.0400390625,5060.64990234375,85303500
2019-02-07,4985.56005859375,5083.89013671875,4985.56005859375,5075.75,111261700
2019-02-08,4961.64013671875,5005.64013671875,4946.14013671875,4980.81005859375,100191000
2019-02-11,5014.47021484375,5023.2900390625,4986.2998046875,4988.08984375,70045200
2019-02-12,5056.35009765625,5073.7900390625,5039.990234375,5052.330078125,81414900
2019-02-13,5074.27001953125,5092.18994140625,5061.60009765625,5071.5400390625,84733400
2019-02-14,5062.52001953125,5117.7900390625,5062.52001953125,5117.7900390625,90012000
2019-02-15,5153.18994140625,5164.580078125,5059.5,5061.5400390625,110465200
2019-02-18,5168.5400390625,5170.9599609375,5147.81005859375,5149.06005859375,60816200
2019-02-19,5160.52001953125,5176.41015625,5137.169921875,5162.31005859375,67491900
2019-02-20,5195.9501953125,5202.89990234375,5159.06005859375,5168.58984375,74722600
2019-02-21,5196.10986328125,5206.3798828125,5180.6201171875,5200.1201171875,95156300
2019-02-22,5215.85009765625,5226.7998046875,5190.27978515625,5190.93994140625,75215100
2019-02-25,5231.85009765625,5242.22021484375,5219.39013671875,5228.25,72266600
2019-02-26,5238.72021484375,5248.5,5197.2900390625,5212.85986328125,74612300
2019-02-27,5225.35009765625,5236.830078125,5211.5400390625,5218.1201171875,86877000
2019-02-28,5240.52978515625,5247.5498046875,5204.77001953125,5204.77001953125,110811900
2019-03-01,5265.18994140625,5286.68994140625,5262.47021484375,5267.14013671875,88315600
2019-03-04,5286.56982421875,5310.64013671875,5283.35009765625,5291.1298828125,63344600
2019-03-05,5297.52001953125,5297.990234375,5267.56982421875,5288.5498046875,74259300
2019-03-06,5288.81005859375,5314.97021484375,5281.9501953125,5288.39990234375,18519200
2019-03-07,5267.919921875,5306.08984375,5249.31982421875,5282.14013671875,100441400
2019-03-08,5231.22021484375,5252.35009765625,5221.02978515625,5233.97021484375,99881400
2019-03-11,5265.9599609375,5268.58984375,5230.16015625,5253.490234375,71957700
2019-03-12,5270.25,5294.830078125,5245.759765625,5290.93994140625,79641900
2019-03-13,5306.3798828125,5309.77001953125,5261.89013671875,5263.009765625,72032100
2019-03-14,5349.77978515625,5358.41015625,5308.75,5308.75,80679300
2019-03-15,5405.31982421875,5421.509765625,5351.8798828125,5352.8798828125,213640300
2019-03-18,5412.830078125,5416.490234375,5401.47021484375,5403.5400390625,71187100
2019-03-19,5425.89990234375,5443.10009765625,5403.580078125,5406.22998046875,70707600
2019-03-20,5382.66015625,5429.43994140625,5382.66015625,5417.2099609375,80810600
2019-03-21,5378.85009765625,5393.330078125,5349.0,5378.41015625,75608100
2019-03-22,5269.919921875,5398.47021484375,5264.1298828125,5394.4599609375,109347500
2019-03-25,5260.64013671875,5276.740234375,5211.759765625,5211.759765625,77602300
2019-03-26,5307.3798828125,5315.2900390625,5257.7900390625,5271.14013671875,64772700
2019-03-27,5301.240234375,5340.0498046875,5279.64990234375,5312.7001953125,92888500
2019-03-28,5296.5400390625,5327.72998046875,5291.64013671875,5299.02978515625,74378700
2019-03-29,5350.52978515625,5356.06982421875,5315.10986328125,5334.56005859375,79046600
2019-04-01,5405.52978515625,5414.52978515625,5376.18017578125,5394.5,77183600
2019-04-02,5423.47021484375,5433.509765625,5403.43994140625,5409.68017578125,67149200
2019-04-03,5468.91015625,5473.919921875,5451.43994140625,5458.02001953125,87758700
2019-04-04,5463.7998046875,5474.41015625,5448.39990234375,5460.830078125,69798300
2019-04-05,5476.2001953125,5486.0,5464.85009765625,5469.33984375,77567000
2019-04-08,5471.77978515625,5486.6298828125,5462.3798828125,5471.740234375,58463400
2019-04-09,5436.419921875,5491.85009765625,5436.419921875,5453.0,68930800
2019-04-10,5449.8798828125,5461.33984375,5440.31982421875,5442.68017578125,70801100
2019-04-11,5485.72021484375,5498.89013671875,5446.2001953125,5474.330078125,75234800
2019-04-12,5502.7001953125,5510.990234375,5474.35986328125,5478.9501953125,81746200
2019-04-15,5508.72998046875,5518.3701171875,5497.52978515625,5501.509765625,67400500
2019-04-16,5528.669921875,5532.31005859375,5503.35009765625,5510.72021484375,76025200
2019-04-17,5563.08984375,5569.27978515625,5522.60986328125,5528.009765625,86734600
2019-04-18,5580.3798828125,5601.3798828125,5527.93994140625,5548.66015625,105619800
2019-04-23,5591.68994140625,5596.2099609375,5564.93994140625,5577.52001953125,87060900
2019-04-24,5576.06005859375,5597.60009765625,5557.2099609375,5581.16015625,84201400
2019-04-25,5557.669921875,5571.85986328125,5538.2998046875,5569.2099609375,75881200
2019-04-26,5569.35986328125,5575.25,5546.81982421875,5570.06982421875,75422900
2019-04-29,5580.97998046875,5593.60009765625,5547.1201171875,5567.08984375,67208000
2019-04-30,5586.41015625,5586.41015625,5553.10009765625,5570.43017578125,92198400
2019-05-02,5538.85986328125,5573.16015625,5537.990234375,5568.2001953125,92443600
2019-05-03,5548.83984375,5563.1201171875,5535.580078125,5537.4599609375,67538000
2019-05-06,5483.52001953125,5489.5400390625,5422.58984375,5450.830078125,77234200
2019-05-07,5395.75,5490.330078125,5387.990234375,5478.5498046875,93789000
2019-05-08,5417.58984375,5426.31982421875,5378.18017578125,5388.72021484375,76182500
2019-05-09,5313.16015625,5363.77001953125,5307.06005859375,5358.10009765625,96336000
2019-05-10,5327.43994140625,5372.25,5312.009765625,5353.5,82554800
2019-05-13,5262.56982421875,5334.06005859375,5247.66015625,5332.2998046875,87610900
2019-05-14,5341.35009765625,5341.35009765625,5288.919921875,5292.080078125,86384000
2019-05-15,5374.259765625,5374.259765625,5297.2998046875,5348.33984375,103541000
2019-05-16,5448.10986328125,5448.10986328125,5346.5400390625,5365.3701171875,89653900
2019-05-17,5438.22998046875,5450.64990234375,5401.66015625,5428.169921875,96770400
2019-05-20,5358.58984375,5438.60009765625,5333.31005859375,5425.2998046875,88787600
2019-05-21,5385.4599609375,5394.91015625,5350.1298828125,5373.009765625,79280900
2019-05-22,5378.97998046875,5399.72021484375,5345.27978515625,5381.68994140625,69422500
2019-05-23,5281.3701171875,5340.3798828125,5272.77978515625,5335.1201171875,95282100
2019-05-24,5316.509765625,5337.66015625,5302.52001953125,5307.7998046875,86386600
2019-05-27,5336.18994140625,5364.22021484375,5323.169921875,5341.39013671875,55120600
2019-05-28,5312.68994140625,5351.08984375,5300.7998046875,5343.2998046875,123522700
2019-05-29,5222.1201171875,5252.52001953125,5203.81005859375,5249.27001953125,96891600
2019-05-30,5248.91015625,5258.0498046875,5229.740234375,5241.9501953125,53926800
2019-05-31,5207.6298828125,5208.06982421875,5160.91015625,5198.759765625,92675600
2019-06-03,5241.4599609375,5241.4599609375,5152.2998046875,5171.60986328125,82486400
2019-06-04,5268.259765625,5278.91015625,5191.60986328125,5204.22021484375,100999600
2019-06-05,5292.0,5306.830078125,5265.60009765625,5271.259765625,82999200
2019-06-06,5278.43017578125,5332.68994140625,5264.6201171875,5293.72021484375,97740400
2019-06-07,5364.0498046875,5389.9501953125,5299.7099609375,5299.7099609375,85504600
2019-06-10,5382.5,5397.35009765625,5369.81982421875,5382.2900390625,44478400
2019-06-11,5408.4501953125,5431.5400390625,5381.31005859375,5382.8798828125,82532500
2019-06-12,5374.919921875,5394.85009765625,5358.81005859375,5379.14990234375,71298300
2019-06-13,5375.6298828125,5392.509765625,5353.10986328125,5361.60009765625,69304200
2019-06-14,5367.6201171875,5369.3798828125,5342.14990234375,5367.10009765625,65531100
2019-06-17,5390.9501953125,5408.75,5368.06982421875,5370.759765625,60116200
2019-06-18,5509.72998046875,5516.06005859375,5376.1201171875,5386.3798828125,112114700
2019-06-19,5518.4501953125,5521.81005859375,5496.5400390625,5513.31982421875,94042300
2019-06-20,5535.56982421875,5564.1298828125,5535.56982421875,5551.02978515625,91520000
2019-06-21,5528.330078125,5582.240234375,5518.39013671875,5534.43017578125,180857100
2019-06-24,5521.7099609375,5547.10986328125,5514.14013671875,5534.35009765625,69081000
2019-06-25,5514.56982421875,5523.56982421875,5499.64990234375,5499.81982421875,67601900
2019-06-26,5500.72021484375,5531.4501953125,5497.22021484375,5504.669921875,72145100
2019-06-27,5493.60986328125,5511.22021484375,5465.6201171875,5508.3798828125,68458200
2019-06-28,5538.97021484375,5545.06005859375,5486.27978515625,5491.169921875,77991000
2019-07-01,5567.91015625,5611.27978515625,5567.91015625,5584.1298828125,70651600
2019-07-02,5576.81982421875,5582.91015625,5556.759765625,5578.3798828125,67572900
2019-07-03,5618.81005859375,5618.81005859375,5579.0400390625,5579.240234375,63296400
2019-07-04,5620.72998046875,5629.7900390625,5613.02978515625,5622.7998046875,46168300
2019-07-05,5593.72021484375,5616.6298828125,5573.35009765625,5613.919921875,63896500
2019-07-08,5589.18994140625,5598.97021484375,5572.77001953125,5580.259765625,54984500
2019-07-09,5572.10009765625,5582.77001953125,5544.6201171875,5578.33984375,62346600
2019-07-10,5567.58984375,5606.18017578125,5557.66015625,5562.43994140625,60776200
2019-07-11,5551.9501953125,5592.2998046875,5548.9501953125,5589.68017578125,57476600
2019-07-12,5572.85986328125,5587.83984375,5552.580078125,5559.16015625,60414500
2019-07-15,5578.2099609375,5606.47998046875,5550.85986328125,5581.10986328125,53770000
2019-07-16,5614.3798828125,5626.7900390625,5573.35986328125,5574.18017578125,66028700
2019-07-17,5571.7099609375,5621.2099609375,5567.85009765625,5602.25,63754200
2019-07-18,5550.5498046875,5585.81005859375,5533.47021484375,5538.02978515625,63265600
2019-07-19,5552.33984375,5598.0,5534.25,5580.990234375,65514600
2019-07-22,5567.02001953125,5575.740234375,5545.60986328125,5550.2998046875,58118200
2019-07-23,5618.16015625,5638.66015625,5580.52001953125,5590.60009765625,77856100
2019-07-24,5605.8701171875,5627.080078125,5583.14013671875,5617.85986328125,68914100
2019-07-25,5578.0498046875,5672.77001953125,5549.66015625,5646.72998046875,106354900
2019-07-26,5610.0498046875,5614.25,5568.830078125,5572.72021484375,71726800
2019-07-29,5601.10009765625,5624.33984375,5590.81982421875,5598.64990234375,59297700
2019-07-30,5511.06982421875,5611.0,5496.77001953125,5610.72998046875,87362100
2019-07-31,5518.89990234375,5538.58984375,5503.1298828125,5511.509765625,84213800
2019-08-01,5557.41015625,5563.64990234375,5499.8798828125,5500.91015625,81383400
2019-08-02,5359.0,5455.1298828125,5350.759765625,5427.5498046875,130992200
2019-08-05,5241.5498046875,5315.60009765625,5230.4599609375,5296.080078125,105517800
2019-08-06,5234.64990234375,5297.4501953125,5234.64990234375,5245.52001953125,88253800
2019-08-07,5266.509765625,5312.31005859375,5226.39013671875,5252.72998046875,89433100
2019-08-08,5387.9599609375,5387.9599609375,5305.85986328125,5333.18017578125,79249600
2019-08-09,5327.919921875,5374.89990234375,5317.91015625,5368.83984375,71097900
2019-08-12,5310.31005859375,5386.4599609375,5293.759765625,5362.39013671875,60267400
2019-08-13,5363.06982421875,5402.990234375,5268.47021484375,5292.93994140625,99386900
