window_start,window_end,total_count,positive_count,positive_rate,baseline_positive_rate,absolute_change,relative_change,label_drift_detected
2020-10-29,2020-12-28,173,4,0.023121387283236993,0.02563580874872838,-0.002514421465491388,-0.09808239288008073,False
2020-10-30,2020-12-29,174,4,0.022988505747126436,0.02563580874872838,-0.0026473030016019444,-0.10326582740375839,False
2020-10-31,2020-12-30,174,4,0.022988505747126436,0.02563580874872838,-0.0026473030016019444,-0.10326582740375839,False
2020-11-01,2020-12-31,179,4,0.0223463687150838,0.02563580874872838,-0.0032894400336445813,-0.12831426797907236,False
2020-11-05,2021-01-04,171,4,0.023391812865497075,0.02563580874872838,-0.002243995883231306,-0.0875336489371577,False
2020-11-06,2021-01-05,172,4,0.023255813953488372,0.02563580874872838,-0.002379994795240009,-0.09283868586194163,False
2020-11-07,2021-01-06,173,4,0.023121387283236993,0.02563580874872838,-0.002514421465491388,-0.09808239288008073,False
2020-11-08,2021-01-07,178,4,0.02247191011235955,0.02563580874872838,-0.003163898636368831,-0.12341715712502226,False
2020-11-09,2021-01-08,183,4,0.02185792349726776,0.02563580874872838,-0.0037778852514606213,-0.14736750802324566,False
2020-11-12,2021-01-11,176,3,0.017045454545454544,0.02563580874872838,-0.008590354203273837,-0.33509199134199136,False
2020-11-13,2021-01-12,177,3,0.01694915254237288,0.02563580874872838,-0.0086866562063555,-0.338848533763788,False
2020-11-14,2021-01-13,178,4,0.02247191011235955,0.02563580874872838,-0.003163898636368831,-0.12341715712502226,False
2020-11-15,2021-01-14,183,5,0.0273224043715847,0.02563580874872838,0.0016865956228563177,0.06579061497094288,False
2020-11-16,2021-01-15,188,5,0.026595744680851064,0.02563580874872838,0.0009599359321226832,0.037445119891928474,False
2020-11-19,2021-01-18,177,5,0.02824858757062147,0.02563580874872838,0.002612778821893088,0.10191911039368673,False
2020-11-20,2021-01-19,178,7,0.03932584269662921,0.02563580874872838,0.013690033947900832,0.534019975031211,True
2020-11-21,2021-01-20,179,8,0.0446927374301676,0.02563580874872838,0.01905692868143922,0.7433714640418553,True
2020-11-22,2021-01-21,184,8,0.043478260869565216,0.02563580874872838,0.017842452120836835,0.6959972394755004,True
2020-11-23,2021-01-22,189,10,0.05291005291005291,0.02563580874872838,0.027274244161324526,1.0639119845469052,True
2020-11-26,2021-01-25,181,12,0.06629834254143646,0.02563580874872838,0.04066253379270808,1.5861615364377797,True
2020-11-27,2021-01-26,186,14,0.07526881720430108,0.02563580874872838,0.0496330084555727,1.9360812425328557,True
2020-11-28,2021-01-27,186,16,0.08602150537634409,0.02563580874872838,0.06038569662761571,2.3555214200375496,True
2020-11-29,2021-01-28,191,18,0.09424083769633508,0.02563580874872838,0.0686050289476067,2.6761406133133887,True
2020-11-30,2021-01-29,196,20,0.10204081632653061,0.02563580874872838,0.07640500757780223,2.9804016844833177,True
2020-12-03,2021-02-01,188,22,0.11702127659574468,0.02563580874872838,0.0913854678470163,3.5647585275244853,True
2020-12-04,2021-02-02,189,24,0.12698412698412698,0.02563580874872838,0.1013483182353986,3.9533887629125726,True
2020-12-05,2021-02-03,190,26,0.1368421052631579,0.02563580874872838,0.11120629651442952,4.337928153717628,True
2020-12-06,2021-02-04,195,28,0.14358974358974358,0.02563580874872838,0.1179539348410152,4.601139601139601,True
2020-12-07,2021-02-05,200,30,0.15,0.02563580874872838,0.12436419125127161,4.851190476190476,True
2020-12-10,2021-02-08,192,30,0.15625,0.02563580874872838,0.1306141912512716,5.094990079365079,True
2020-12-11,2021-02-09,192,30,0.15625,0.02563580874872838,0.1306141912512716,5.094990079365079,True
2020-12-12,2021-02-10,193,30,0.15544041450777202,0.02563580874872838,0.12980460575904362,5.063409819886504,True
2020-12-13,2021-02-11,198,30,0.15151515151515152,0.02563580874872838,0.12587934276642315,4.910293410293411,True
2020-12-14,2021-02-12,203,30,0.1477832512315271,0.02563580874872838,0.12214744248279873,4.76471968097584,True
2020-12-17,2021-02-15,191,29,0.1518324607329843,0.02563580874872838,0.1261966519842559,4.922670988116014,True
2020-12-18,2021-02-16,192,29,0.15104166666666666,0.02563580874872838,0.1254058579179383,4.891823743386244,True
2020-12-19,2021-02-17,193,29,0.15025906735751296,0.02563580874872838,0.12462325860878458,4.861296159223621,True
2020-12-20,2021-02-18,198,29,0.14646464646464646,0.02563580874872838,0.12082883771591808,4.713283629950297,True
2020-12-21,2021-02-19,203,29,0.14285714285714285,0.02563580874872838,0.11722133410841447,4.572562358276644,True
2020-12-24,2021-02-22,194,27,0.13917525773195877,0.02563580874872838,0.11353944898323039,4.428939617083947,True
2020-12-25,2021-02-23,194,27,0.13917525773195877,0.02563580874872838,0.11353944898323039,4.428939617083947,True
2020-12-26,2021-02-24,198,27,0.13636363636363635,0.02563580874872838,0.11072782761490797,4.31926406926407,True
2020-12-27,2021-02-25,203,27,0.1330049261083744,0.02563580874872838,0.10736911735964601,4.188247712878256,True
2020-12-28,2021-02-26,208,27,0.12980769230769232,0.02563580874872838,0.10417188355896394,4.063530219780221,True
2020-12-31,2021-03-01,200,27,0.135,0.02563580874872838,0.10936419125127163,4.266071428571429,True
2021-01-01,2021-03-02,200,27,0.135,0.02563580874872838,0.10936419125127163,4.266071428571429,True
2021-01-02,2021-03-03,205,27,0.13170731707317074,0.02563580874872838,0.10607150832444236,4.137630662020906,True
2021-01-03,2021-03-04,210,27,0.12857142857142856,0.02563580874872838,0.10293561982270018,4.01530612244898,True
2021-01-04,2021-03-05,215,27,0.12558139534883722,0.02563580874872838,0.09994558660010884,3.898671096345516,True
2021-01-07,2021-03-08,206,27,0.13106796116504854,0.02563580874872838,0.10543215241632016,4.112690707350902,True
2021-01-08,2021-03-09,205,27,0.13170731707317074,0.02563580874872838,0.10607150832444236,4.137630662020906,True
2021-01-09,2021-03-10,205,27,0.13170731707317074,0.02563580874872838,0.10607150832444236,4.137630662020906,True
2021-01-10,2021-03-11,210,27,0.12857142857142856,0.02563580874872838,0.10293561982270018,4.01530612244898,True
2021-01-11,2021-03-12,215,27,0.12558139534883722,0.02563580874872838,0.09994558660010884,3.898671096345516,True
2021-01-14,2021-03-15,205,26,0.12682926829268293,0.02563580874872838,0.10119345954395455,3.947348044909021,True
2021-01-15,2021-03-16,205,25,0.12195121951219512,0.02563580874872838,0.09631541076346674,3.7570654277971354,True
2021-01-16,2021-03-17,205,25,0.12195121951219512,0.02563580874872838,0.09631541076346674,3.7570654277971354,True
2021-01-17,2021-03-18,210,25,0.11904761904761904,0.02563580874872838,0.09341181029889066,3.6438019652305367,True
2021-01-18,2021-03-19,215,25,0.11627906976744186,0.02563580874872838,0.09064326101871348,3.535806570690292,True
2021-01-21,2021-03-22,209,22,0.10526315789473684,0.02563580874872838,0.07962734914600846,3.1060985797827905,True
2021-01-22,2021-03-23,209,22,0.10526315789473684,0.02563580874872838,0.07962734914600846,3.1060985797827905,True
2021-01-23,2021-03-24,209,20,0.09569377990430622,0.02563580874872838,0.07005797115557784,2.7328168907116277,True
2021-01-24,2021-03-25,214,20,0.09345794392523364,0.02563580874872838,0.06782213517650526,2.6456015427978046,True
2021-01-25,2021-03-26,219,20,0.091324200913242,0.02563580874872838,0.06568839216451362,2.5623686308617817,True
2021-01-28,2021-03-29,209,14,0.06698564593301436,0.02563580874872838,0.041349837184285976,1.6129718234981396,True
2021-01-29,2021-03-30,209,12,0.05741626794258373,0.02563580874872838,0.03178045919385535,1.2396901344269766,True
2021-01-30,2021-03-31,209,10,0.04784688995215311,0.02563580874872838,0.02221108120342473,0.8664084453558138,True
2021-01-31,2021-04-01,214,10,0.04672897196261682,0.02563580874872838,0.02109316321388844,0.8228007713989023,True
2021-02-04,2021-04-05,203,4,0.019704433497536946,0.02563580874872838,-0.005931375251191435,-0.23137070920322148,False
2021-02-05,2021-04-06,203,2,0.009852216748768473,0.02563580874872838,-0.015783591999959906,-0.6156853546016107,True
2021-02-06,2021-04-07,203,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-02-07,2021-04-08,207,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-02-08,2021-04-09,212,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-02-11,2021-04-12,202,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-02-12,2021-04-13,201,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-02-13,2021-04-14,201,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-02-14,2021-04-15,205,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-02-15,2021-04-16,210,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-02-18,2021-04-19,204,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-02-19,2021-04-20,204,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-02-20,2021-04-21,203,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-02-21,2021-04-22,208,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-02-22,2021-04-23,213,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-02-25,2021-04-26,204,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-02-26,2021-04-27,204,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-02-27,2021-04-28,204,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-02-28,2021-04-29,209,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-03-01,2021-04-30,214,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-03-04,2021-05-03,204,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-03-05,2021-05-04,204,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-03-06,2021-05-05,204,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-03-07,2021-05-06,209,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-03-08,2021-05-07,214,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-03-11,2021-05-10,205,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-03-12,2021-05-11,205,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-03-13,2021-05-12,205,0,0.0,0.02563580874872838,-0.02563580874872838,-1.0,True
2021-03-14,2021-05-13,210,1,0.004761904761904762,0.02563580874872838,-0.02087390398682362,-0.8142479213907785,True
2021-03-15,2021-05-14,215,1,0.004651162790697674,0.02563580874872838,-0.020984645958030707,-0.8185677371723883,True
2021-03-18,2021-05-17,205,1,0.004878048780487805,0.02563580874872838,-0.020757759968240575,-0.8097173828881146,True
2021-03-19,2021-05-18,205,1,0.004878048780487805,0.02563580874872838,-0.020757759968240575,-0.8097173828881146,True
2021-03-20,2021-05-19,205,1,0.004878048780487805,0.02563580874872838,-0.020757759968240575,-0.8097173828881146,True
2021-03-21,2021-05-20,210,1,0.004761904761904762,0.02563580874872838,-0.02087390398682362,-0.8142479213907785,True
2021-03-22,2021-05-21,215,1,0.004651162790697674,0.02563580874872838,-0.020984645958030707,-0.8185677371723883,True
2021-03-25,2021-05-24,205,1,0.004878048780487805,0.02563580874872838,-0.020757759968240575,-0.8097173828881146,True
2021-03-26,2021-05-25,205,2,0.00975609756097561,0.02563580874872838,-0.01587971118775277,-0.6194347657762291,True
2021-03-27,2021-05-26,205,4,0.01951219512195122,0.02563580874872838,-0.006123613626777161,-0.23886953155245833,False
2021-03-28,2021-05-27,210,5,0.023809523809523808,0.02563580874872838,-0.0018262849392045727,-0.07123960695389266,False
2021-03-29,2021-05-28,214,5,0.02336448598130841,0.02563580874872838,-0.0022713227674199706,-0.08859961430054886,False
2021-04-01,2021-05-31,200,5,0.025,0.02563580874872838,-0.0006358087487283795,-0.024801587301587186,False
2021-04-02,2021-06-01,200,5,0.025,0.02563580874872838,-0.0006358087487283795,-0.024801587301587186,False
2021-04-03,2021-06-02,205,6,0.02926829268292683,0.02563580874872838,0.00363248393419845,0.14169570267131257,False
2021-04-04,2021-06-03,210,6,0.02857142857142857,0.02563580874872838,0.0029356198227001896,0.11451247165532884,False
2021-04-05,2021-06-04,215,6,0.027906976744186046,0.02563580874872838,0.0022711679954576652,0.08859357696567004,False
2021-04-08,2021-06-07,206,6,0.02912621359223301,0.02563580874872838,0.0034904048435046298,0.13615349052242268,False
2021-04-09,2021-06-08,207,6,0.028985507246376812,0.02563580874872838,0.003349698497648431,0.13066482631700033,False
2021-04-10,2021-06-09,207,6,0.028985507246376812,0.02563580874872838,0.003349698497648431,0.13066482631700033,False
2021-04-11,2021-06-10,212,6,0.02830188679245283,0.02563580874872838,0.00266607804372445,0.10399820305480692,False
2021-04-12,2021-06-11,217,6,0.027649769585253458,0.02563580874872838,0.002013960836525077,0.07856045644064091,False
2021-04-15,2021-06-14,208,6,0.028846153846153848,0.02563580874872838,0.003210345097425467,0.12522893772893787,False
2021-04-16,2021-06-15,209,6,0.028708133971291867,0.02563580874872838,0.0030723252225634858,0.11984506721348837,False
2021-04-17,2021-06-16,209,6,0.028708133971291867,0.02563580874872838,0.0030723252225634858,0.11984506721348837,False
2021-04-18,2021-06-17,214,6,0.028037383177570093,0.02563580874872838,0.002401574428841712,0.0936804628393414,False
2021-04-19,2021-06-18,219,7,0.0319634703196347,0.02563580874872838,0.0063276615709063205,0.24682902080162356,False
2021-04-22,2021-06-21,210,7,0.03333333333333333,0.02563580874872838,0.007697524584604952,0.30026455026455035,False
2021-04-23,2021-06-22,210,7,0.03333333333333333,0.02563580874872838,0.007697524584604952,0.30026455026455035,False
2021-04-24,2021-06-23,210,7,0.03333333333333333,0.02563580874872838,0.007697524584604952,0.30026455026455035,False
2021-04-25,2021-06-24,215,7,0.03255813953488372,0.02563580874872838,0.00692233078615534,0.2700258397932817,False
2021-04-26,2021-06-25,220,7,0.031818181818181815,0.02563580874872838,0.006182373069453434,0.2411616161616161,False
2021-04-29,2021-06-28,209,7,0.03349282296650718,0.02563580874872838,0.007857014217778797,0.30648591174906975,False
2021-04-30,2021-06-29,209,7,0.03349282296650718,0.02563580874872838,0.007857014217778797,0.30648591174906975,False
2021-05-01,2021-06-30,209,7,0.03349282296650718,0.02563580874872838,0.007857014217778797,0.30648591174906975,False
2021-05-02,2021-07-01,214,7,0.03271028037383177,0.02563580874872838,0.0070744716251033915,0.27596053997923153,False
2021-05-03,2021-07-02,219,7,0.0319634703196347,0.02563580874872838,0.0063276615709063205,0.24682902080162356,False
2021-05-06,2021-07-05,205,7,0.03414634146341464,0.02563580874872838,0.008510532714686256,0.33197831978319803,False
2021-05-07,2021-07-06,205,7,0.03414634146341464,0.02563580874872838,0.008510532714686256,0.33197831978319803,False
2021-05-08,2021-07-07,205,7,0.03414634146341464,0.02563580874872838,0.008510532714686256,0.33197831978319803,False
2021-05-09,2021-07-08,210,7,0.03333333333333333,0.02563580874872838,0.007697524584604952,0.30026455026455035,False
2021-05-10,2021-07-09,215,7,0.03255813953488372,0.02563580874872838,0.00692233078615534,0.2700258397932817,False
2021-05-13,2021-07-12,205,7,0.03414634146341464,0.02563580874872838,0.008510532714686256,0.33197831978319803,False
2021-05-14,2021-07-13,205,6,0.02926829268292683,0.02563580874872838,0.00363248393419845,0.14169570267131257,False
2021-05-15,2021-07-14,205,6,0.02926829268292683,0.02563580874872838,0.00363248393419845,0.14169570267131257,False
2021-05-16,2021-07-15,209,6,0.028708133971291867,0.02563580874872838,0.0030723252225634858,0.11984506721348837,False
2021-05-17,2021-07-16,213,6,0.028169014084507043,0.02563580874872838,0.002533205335778662,0.09881511289962004,False
2021-05-20,2021-07-19,202,6,0.0297029702970297,0.02563580874872838,0.004067161548301321,0.15865157944365868,False
2021-05-21,2021-07-20,201,7,0.03482587064676617,0.02563580874872838,0.00919006189803779,0.3584853510226646,False
2021-05-22,2021-07-21,201,7,0.03482587064676617,0.02563580874872838,0.00919006189803779,0.3584853510226646,False
2021-05-23,2021-07-22,206,7,0.03398058252427184,0.02563580874872838,0.008344773775543463,0.325512405609493,False
2021-05-24,2021-07-23,211,7,0.03317535545023697,0.02563580874872838,0.0075395467015085885,0.2941021590310692,False
2021-05-27,2021-07-26,201,4,0.01990049751243781,0.02563580874872838,-0.00573531123629057,-0.22372265655847742,False
2021-05-28,2021-07-27,200,3,0.015,0.02563580874872838,-0.010635808748728381,-0.41488095238095235,False
2021-05-29,2021-07-28,201,3,0.014925373134328358,0.02563580874872838,-0.010710435614400023,-0.41779199241885806,False
2021-05-30,2021-07-29,206,3,0.014563106796116505,0.02563580874872838,-0.011072701952611876,-0.4319232547387887,False
2021-05-31,2021-07-30,211,3,0.014218009478672985,0.02563580874872838,-0.011417799270055396,-0.4453847889866847,False
2021-06-03,2021-08-02,205,2,0.00975609756097561,0.02563580874872838,-0.01587971118775277,-0.6194347657762291,True
2021-06-04,2021-08-03,205,2,0.00975609756097561,0.02563580874872838,-0.01587971118775277,-0.6194347657762291,True
2021-06-05,2021-08-04,205,2,0.00975609756097561,0.02563580874872838,-0.01587971118775277,-0.6194347657762291,True
2021-06-06,2021-08-05,210,2,0.009523809523809525,0.02563580874872838,-0.016111999224918856,-0.628495842781557,True
2021-06-07,2021-08-06,215,2,0.009302325581395349,0.02563580874872838,-0.016333483167333032,-0.6371354743447767,True
2021-06-10,2021-08-09,205,2,0.00975609756097561,0.02563580874872838,-0.01587971118775277,-0.6194347657762291,True
2021-06-11,2021-08-10,205,2,0.00975609756097561,0.02563580874872838,-0.01587971118775277,-0.6194347657762291,True
2021-06-12,2021-08-11,205,2,0.00975609756097561,0.02563580874872838,-0.01587971118775277,-0.6194347657762291,True
2021-06-13,2021-08-12,210,2,0.009523809523809525,0.02563580874872838,-0.016111999224918856,-0.628495842781557,True
2021-06-14,2021-08-13,215,2,0.009302325581395349,0.02563580874872838,-0.016333483167333032,-0.6371354743447767,True
2021-06-17,2021-08-16,205,2,0.00975609756097561,0.02563580874872838,-0.01587971118775277,-0.6194347657762291,True
2021-06-18,2021-08-17,205,2,0.00975609756097561,0.02563580874872838,-0.01587971118775277,-0.6194347657762291,True
2021-06-19,2021-08-18,205,1,0.004878048780487805,0.02563580874872838,-0.020757759968240575,-0.8097173828881146,True
2021-06-20,2021-08-19,210,1,0.004761904761904762,0.02563580874872838,-0.02087390398682362,-0.8142479213907785,True
2021-06-21,2021-08-20,215,2,0.009302325581395349,0.02563580874872838,-0.016333483167333032,-0.6371354743447767,True
2021-06-24,2021-08-23,205,2,0.00975609756097561,0.02563580874872838,-0.01587971118775277,-0.6194347657762291,True
2021-06-25,2021-08-24,205,4,0.01951219512195122,0.02563580874872838,-0.006123613626777161,-0.23886953155245833,False
2021-06-26,2021-08-25,205,5,0.024390243902439025,0.02563580874872838,-0.0012455648462893557,-0.048586914440572886,False
2021-06-27,2021-08-26,210,5,0.023809523809523808,0.02563580874872838,-0.0018262849392045727,-0.07123960695389266,False
2021-06-28,2021-08-27,215,5,0.023255813953488372,0.02563580874872838,-0.002379994795240009,-0.09283868586194163,False
2021-07-01,2021-08-30,206,5,0.024271844660194174,0.02563580874872838,-0.0013639640885342065,-0.05320542456464782,False
2021-07-02,2021-08-31,206,5,0.024271844660194174,0.02563580874872838,-0.0013639640885342065,-0.05320542456464782,False
2021-07-03,2021-09-01,206,5,0.024271844660194174,0.02563580874872838,-0.0013639640885342065,-0.05320542456464782,False
2021-07-04,2021-09-02,211,5,0.023696682464454975,0.02563580874872838,-0.0019391262842734062,-0.07564131497780788,False
2021-07-05,2021-09-03,216,5,0.023148148148148147,0.02563580874872838,-0.002487660600580234,-0.09703850676072898,False
2021-07-08,2021-09-06,206,5,0.024271844660194174,0.02563580874872838,-0.0013639640885342065,-0.05320542456464782,False
2021-07-09,2021-09-07,206,5,0.024271844660194174,0.02563580874872838,-0.0013639640885342065,-0.05320542456464782,False
2021-07-10,2021-09-08,206,5,0.024271844660194174,0.02563580874872838,-0.0013639640885342065,-0.05320542456464782,False
2021-07-11,2021-09-09,211,5,0.023696682464454975,0.02563580874872838,-0.0019391262842734062,-0.07564131497780788,False
2021-07-12,2021-09-10,216,5,0.023148148148148147,0.02563580874872838,-0.002487660600580234,-0.09703850676072898,False
2021-07-15,2021-09-13,206,5,0.024271844660194174,0.02563580874872838,-0.0013639640885342065,-0.05320542456464782,False
2021-07-16,2021-09-14,207,5,0.024154589371980676,0.02563580874872838,-0.0014812193767477048,-0.05777931140249976,False
2021-07-17,2021-09-15,208,5,0.02403846153846154,0.02563580874872838,-0.001597347210266841,-0.06230921855921845,False
2021-07-18,2021-09-16,213,5,0.023474178403755867,0.02563580874872838,-0.0021616303449725136,-0.0843207392503167,False
2021-07-19,2021-09-17,218,5,0.022935779816513763,0.02563580874872838,-0.002700028932214618,-0.10532255715741944,False
2021-07-22,2021-09-20,210,4,0.01904761904761905,0.02563580874872838,-0.0065881897011093316,-0.256991685563114,False
2021-07-23,2021-09-21,210,4,0.01904761904761905,0.02563580874872838,-0.0065881897011093316,-0.256991685563114,False
2021-07-24,2021-09-22,210,4,0.01904761904761905,0.02563580874872838,-0.0065881897011093316,-0.256991685563114,False
2021-07-25,2021-09-23,215,4,0.018604651162790697,0.02563580874872838,-0.0070311575859376835,-0.2742709486895533,False
2021-07-26,2021-09-24,220,4,0.01818181818181818,0.02563580874872838,-0.0074539905669102,-0.2907647907647908,False
2021-07-29,2021-09-27,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2021-07-30,2021-09-28,211,5,0.023696682464454975,0.02563580874872838,-0.0019391262842734062,-0.07564131497780788,False
2021-07-31,2021-09-29,211,5,0.023696682464454975,0.02563580874872838,-0.0019391262842734062,-0.07564131497780788,False
2021-08-01,2021-09-30,216,5,0.023148148148148147,0.02563580874872838,-0.002487660600580234,-0.09703850676072898,False
2021-08-02,2021-10-01,221,5,0.02262443438914027,0.02563580874872838,-0.00301137435958811,-0.11746749982044097,False
2021-08-05,2021-10-04,211,5,0.023696682464454975,0.02563580874872838,-0.0019391262842734062,-0.07564131497780788,False
2021-08-06,2021-10-05,211,5,0.023696682464454975,0.02563580874872838,-0.0019391262842734062,-0.07564131497780788,False
2021-08-07,2021-10-06,211,5,0.023696682464454975,0.02563580874872838,-0.0019391262842734062,-0.07564131497780788,False
2021-08-08,2021-10-07,216,5,0.023148148148148147,0.02563580874872838,-0.002487660600580234,-0.09703850676072898,False
2021-08-09,2021-10-08,221,5,0.02262443438914027,0.02563580874872838,-0.00301137435958811,-0.11746749982044097,False
2021-08-12,2021-10-11,211,5,0.023696682464454975,0.02563580874872838,-0.0019391262842734062,-0.07564131497780788,False
2021-08-13,2021-10-12,211,5,0.023696682464454975,0.02563580874872838,-0.0019391262842734062,-0.07564131497780788,False
2021-08-14,2021-10-13,211,5,0.023696682464454975,0.02563580874872838,-0.0019391262842734062,-0.07564131497780788,False
2021-08-15,2021-10-14,216,5,0.023148148148148147,0.02563580874872838,-0.002487660600580234,-0.09703850676072898,False
2021-08-16,2021-10-15,221,5,0.02262443438914027,0.02563580874872838,-0.00301137435958811,-0.11746749982044097,False
2021-08-19,2021-10-18,211,5,0.023696682464454975,0.02563580874872838,-0.0019391262842734062,-0.07564131497780788,False
2021-08-20,2021-10-19,211,5,0.023696682464454975,0.02563580874872838,-0.0019391262842734062,-0.07564131497780788,False
2021-08-21,2021-10-20,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2021-08-22,2021-10-21,216,4,0.018518518518518517,0.02563580874872838,-0.007117290230209863,-0.2776308054085832,False
2021-08-23,2021-10-22,221,4,0.01809954751131222,0.02563580874872838,-0.007536261237416162,-0.2939739998563527,False
2021-08-26,2021-10-25,211,1,0.004739336492890996,0.02563580874872838,-0.020896472255837385,-0.8151282629955615,True
2021-08-27,2021-10-26,211,1,0.004739336492890996,0.02563580874872838,-0.020896472255837385,-0.8151282629955615,True
2021-08-28,2021-10-27,211,2,0.009478672985781991,0.02563580874872838,-0.01615713576294639,-0.6302565259911231,True
2021-08-29,2021-10-28,216,2,0.009259259259259259,0.02563580874872838,-0.016376549489469122,-0.6388154027042916,True
2021-08-30,2021-10-29,221,2,0.00904977375565611,0.02563580874872838,-0.01658603499307227,-0.6469869999281763,True
2021-09-02,2021-11-01,211,3,0.014218009478672985,0.02563580874872838,-0.011417799270055396,-0.4453847889866847,False
2021-09-03,2021-11-02,211,3,0.014218009478672985,0.02563580874872838,-0.011417799270055396,-0.4453847889866847,False
2021-09-04,2021-11-03,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2021-09-05,2021-11-04,216,4,0.018518518518518517,0.02563580874872838,-0.007117290230209863,-0.2776308054085832,False
2021-09-06,2021-11-05,221,4,0.01809954751131222,0.02563580874872838,-0.007536261237416162,-0.2939739998563527,False
2021-09-09,2021-11-08,215,4,0.018604651162790697,0.02563580874872838,-0.0070311575859376835,-0.2742709486895533,False
2021-09-10,2021-11-09,215,4,0.018604651162790697,0.02563580874872838,-0.0070311575859376835,-0.2742709486895533,False
2021-09-11,2021-11-10,215,4,0.018604651162790697,0.02563580874872838,-0.0070311575859376835,-0.2742709486895533,False
2021-09-12,2021-11-11,220,4,0.01818181818181818,0.02563580874872838,-0.0074539905669102,-0.2907647907647908,False
2021-09-13,2021-11-12,225,4,0.017777777777777778,0.02563580874872838,-0.007858030970950603,-0.30652557319223983,False
2021-09-16,2021-11-15,215,4,0.018604651162790697,0.02563580874872838,-0.0070311575859376835,-0.2742709486895533,False
2021-09-17,2021-11-16,215,4,0.018604651162790697,0.02563580874872838,-0.0070311575859376835,-0.2742709486895533,False
2021-09-18,2021-11-17,215,4,0.018604651162790697,0.02563580874872838,-0.0070311575859376835,-0.2742709486895533,False
2021-09-19,2021-11-18,220,4,0.01818181818181818,0.02563580874872838,-0.0074539905669102,-0.2907647907647908,False
2021-09-20,2021-11-19,225,4,0.017777777777777778,0.02563580874872838,-0.007858030970950603,-0.30652557319223983,False
2021-09-23,2021-11-22,215,4,0.018604651162790697,0.02563580874872838,-0.0070311575859376835,-0.2742709486895533,False
2021-09-24,2021-11-23,215,4,0.018604651162790697,0.02563580874872838,-0.0070311575859376835,-0.2742709486895533,False
2021-09-25,2021-11-24,215,4,0.018604651162790697,0.02563580874872838,-0.0070311575859376835,-0.2742709486895533,False
2021-09-26,2021-11-25,216,4,0.018518518518518517,0.02563580874872838,-0.007117290230209863,-0.2776308054085832,False
2021-09-27,2021-11-26,221,5,0.02262443438914027,0.02563580874872838,-0.00301137435958811,-0.11746749982044097,False
2021-09-30,2021-11-29,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2021-10-01,2021-11-30,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2021-10-02,2021-12-01,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2021-10-03,2021-12-02,216,4,0.018518518518518517,0.02563580874872838,-0.007117290230209863,-0.2776308054085832,False
2021-10-04,2021-12-03,221,4,0.01809954751131222,0.02563580874872838,-0.007536261237416162,-0.2939739998563527,False
2021-10-07,2021-12-06,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2021-10-08,2021-12-07,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2021-10-09,2021-12-08,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2021-10-10,2021-12-09,216,4,0.018518518518518517,0.02563580874872838,-0.007117290230209863,-0.2776308054085832,False
2021-10-11,2021-12-10,221,4,0.01809954751131222,0.02563580874872838,-0.007536261237416162,-0.2939739998563527,False
