window_start,window_end,total_count,positive_count,positive_rate,baseline_positive_rate,absolute_change,relative_change,label_drift_detected
2019-11-16,2020-01-15,200,3,0.015,0.02563580874872838,-0.010635808748728381,-0.41488095238095235,False
2019-11-17,2020-01-16,205,3,0.014634146341463415,0.02563580874872838,-0.011001662407264965,-0.4291521486643437,False
2019-11-18,2020-01-17,210,3,0.014285714285714285,0.02563580874872838,-0.011350094463014096,-0.4427437641723356,False
2019-11-21,2020-01-20,196,3,0.015306122448979591,0.02563580874872838,-0.01032968629974879,-0.40293974732750243,False
2019-11-22,2020-01-21,196,3,0.015306122448979591,0.02563580874872838,-0.01032968629974879,-0.40293974732750243,False
2019-11-23,2020-01-22,196,3,0.015306122448979591,0.02563580874872838,-0.01032968629974879,-0.40293974732750243,False
2019-11-24,2020-01-23,201,3,0.014925373134328358,0.02563580874872838,-0.010710435614400023,-0.41779199241885806,False
2019-11-25,2020-01-24,206,3,0.014563106796116505,0.02563580874872838,-0.011072701952611876,-0.4319232547387887,False
2019-11-28,2020-01-27,196,4,0.02040816326530612,0.02563580874872838,-0.00522764548342226,-0.2039196631033366,False
2019-11-29,2020-01-28,200,4,0.02,0.02563580874872838,-0.0056358087487283805,-0.21984126984126978,False
2019-11-30,2020-01-29,200,4,0.02,0.02563580874872838,-0.0056358087487283805,-0.21984126984126978,False
2019-12-01,2020-01-30,205,4,0.01951219512195122,0.02563580874872838,-0.006123613626777161,-0.23886953155245833,False
2019-12-02,2020-01-31,210,4,0.01904761904761905,0.02563580874872838,-0.0065881897011093316,-0.256991685563114,False
2019-12-05,2020-02-03,200,3,0.015,0.02563580874872838,-0.010635808748728381,-0.41488095238095235,False
2019-12-06,2020-02-04,200,3,0.015,0.02563580874872838,-0.010635808748728381,-0.41488095238095235,False
2019-12-07,2020-02-05,200,3,0.015,0.02563580874872838,-0.010635808748728381,-0.41488095238095235,False
2019-12-08,2020-02-06,205,3,0.014634146341463415,0.02563580874872838,-0.011001662407264965,-0.4291521486643437,False
2019-12-09,2020-02-07,210,3,0.014285714285714285,0.02563580874872838,-0.011350094463014096,-0.4427437641723356,False
2019-12-12,2020-02-10,200,2,0.01,0.02563580874872838,-0.01563580874872838,-0.6099206349206349,True
2019-12-13,2020-02-11,200,2,0.01,0.02563580874872838,-0.01563580874872838,-0.6099206349206349,True
2019-12-14,2020-02-12,200,2,0.01,0.02563580874872838,-0.01563580874872838,-0.6099206349206349,True
2019-12-15,2020-02-13,205,2,0.00975609756097561,0.02563580874872838,-0.01587971118775277,-0.6194347657762291,True
2019-12-16,2020-02-14,210,2,0.009523809523809525,0.02563580874872838,-0.016111999224918856,-0.628495842781557,True
2019-12-19,2020-02-17,196,2,0.01020408163265306,0.02563580874872838,-0.01543172711607532,-0.6019598315516683,True
2019-12-20,2020-02-18,196,2,0.01020408163265306,0.02563580874872838,-0.01543172711607532,-0.6019598315516683,True
2019-12-21,2020-02-19,196,2,0.01020408163265306,0.02563580874872838,-0.01543172711607532,-0.6019598315516683,True
2019-12-22,2020-02-20,201,2,0.009950248756218905,0.02563580874872838,-0.015685559992509476,-0.6118613282792387,True
2019-12-23,2020-02-21,206,2,0.009708737864077669,0.02563580874872838,-0.015927070884650712,-0.6212821698258592,True
2019-12-26,2020-02-24,201,2,0.009950248756218905,0.02563580874872838,-0.015685559992509476,-0.6118613282792387,True
2019-12-27,2020-02-25,202,2,0.009900990099009901,0.02563580874872838,-0.015734818649718478,-0.6137828068521137,True
2019-12-28,2020-02-26,202,3,0.01485148514851485,0.02563580874872838,-0.01078432360021353,-0.42067421027817065,False
2019-12-29,2020-02-27,207,4,0.01932367149758454,0.02563580874872838,-0.006312137251143841,-0.24622344912199984,False
2019-12-30,2020-02-28,212,4,0.018867924528301886,0.02563580874872838,-0.006767884220426495,-0.2640011979634621,False
2020-01-02,2020-03-02,207,5,0.024154589371980676,0.02563580874872838,-0.0014812193767477048,-0.05777931140249976,False
2020-01-03,2020-03-03,207,5,0.024154589371980676,0.02563580874872838,-0.0014812193767477048,-0.05777931140249976,False
2020-01-04,2020-03-04,207,5,0.024154589371980676,0.02563580874872838,-0.0014812193767477048,-0.05777931140249976,False
2020-01-05,2020-03-05,212,6,0.02830188679245283,0.02563580874872838,0.00266607804372445,0.10399820305480692,False
2020-01-06,2020-03-06,217,6,0.027649769585253458,0.02563580874872838,0.002013960836525077,0.07856045644064091,False
2020-01-09,2020-03-09,207,6,0.028985507246376812,0.02563580874872838,0.003349698497648431,0.13066482631700033,False
2020-01-10,2020-03-10,207,6,0.028985507246376812,0.02563580874872838,0.003349698497648431,0.13066482631700033,False
2020-01-11,2020-03-11,207,6,0.028985507246376812,0.02563580874872838,0.003349698497648431,0.13066482631700033,False
2020-01-12,2020-03-12,212,7,0.0330188679245283,0.02563580874872838,0.007383059175799921,0.2879979035639414,False
2020-01-13,2020-03-13,217,7,0.03225806451612903,0.02563580874872838,0.0066222557674006505,0.25832053251408094,False
2020-01-16,2020-03-16,207,7,0.033816425120772944,0.02563580874872838,0.008180616372044563,0.31910896403650024,False
2020-01-17,2020-03-17,207,7,0.033816425120772944,0.02563580874872838,0.008180616372044563,0.31910896403650024,False
2020-01-18,2020-03-18,207,7,0.033816425120772944,0.02563580874872838,0.008180616372044563,0.31910896403650024,False
2020-01-19,2020-03-19,212,8,0.03773584905660377,0.02563580874872838,0.012100040307875391,0.4719976040730758,False
2020-01-20,2020-03-20,217,8,0.03686635944700461,0.02563580874872838,0.011230550698276227,0.4380806085875211,False
2020-01-23,2020-03-23,211,8,0.037914691943127965,0.02563580874872838,0.012278883194399584,0.4789738960355076,False
2020-01-24,2020-03-24,211,8,0.037914691943127965,0.02563580874872838,0.012278883194399584,0.4789738960355076,False
2020-01-25,2020-03-25,211,8,0.037914691943127965,0.02563580874872838,0.012278883194399584,0.4789738960355076,False
2020-01-26,2020-03-26,216,8,0.037037037037037035,0.02563580874872838,0.011401228288308654,0.44473838918283365,False
2020-01-27,2020-03-27,221,8,0.03619909502262444,0.02563580874872838,0.010563286273896057,0.4120520002872946,False
2020-01-30,2020-03-30,211,7,0.03317535545023697,0.02563580874872838,0.0075395467015085885,0.2941021590310692,False
2020-01-31,2020-03-31,211,7,0.03317535545023697,0.02563580874872838,0.0075395467015085885,0.2941021590310692,False
2020-02-01,2020-04-01,211,7,0.03317535545023697,0.02563580874872838,0.0075395467015085885,0.2941021590310692,False
2020-02-02,2020-04-02,216,7,0.032407407407407406,0.02563580874872838,0.006771598658679025,0.26414609053497945,False
2020-02-03,2020-04-03,221,7,0.03167420814479638,0.02563580874872838,0.006038399396067998,0.23554550025138263,False
2020-02-06,2020-04-06,211,7,0.03317535545023697,0.02563580874872838,0.0075395467015085885,0.2941021590310692,False
2020-02-07,2020-04-07,211,7,0.03317535545023697,0.02563580874872838,0.0075395467015085885,0.2941021590310692,False
2020-02-08,2020-04-08,211,7,0.03317535545023697,0.02563580874872838,0.0075395467015085885,0.2941021590310692,False
2020-02-09,2020-04-09,216,7,0.032407407407407406,0.02563580874872838,0.006771598658679025,0.26414609053497945,False
2020-02-13,2020-04-13,205,7,0.03414634146341464,0.02563580874872838,0.008510532714686256,0.33197831978319803,False
2020-02-14,2020-04-14,205,8,0.03902439024390244,0.02563580874872838,0.013388581495174058,0.5222609368950833,True
2020-02-15,2020-04-15,205,8,0.03902439024390244,0.02563580874872838,0.013388581495174058,0.5222609368950833,True
2020-02-16,2020-04-16,210,8,0.0380952380952381,0.02563580874872838,0.012459429346509718,0.48601662887377195,False
2020-02-17,2020-04-17,215,8,0.037209302325581395,0.02563580874872838,0.011573493576853014,0.45145810262089336,False
2020-02-20,2020-04-20,209,8,0.03827751196172249,0.02563580874872838,0.012641703212994106,0.4931267562846511,False
2020-02-21,2020-04-21,209,8,0.03827751196172249,0.02563580874872838,0.012641703212994106,0.4931267562846511,False
2020-02-22,2020-04-22,209,8,0.03827751196172249,0.02563580874872838,0.012641703212994106,0.4931267562846511,False
2020-02-23,2020-04-23,214,8,0.037383177570093455,0.02563580874872838,0.011747368821365074,0.4582406171191218,False
2020-02-24,2020-04-24,219,8,0.0365296803652968,0.02563580874872838,0.01089387161656842,0.42494745234471265,False
2020-02-27,2020-04-27,209,7,0.03349282296650718,0.02563580874872838,0.007857014217778797,0.30648591174906975,False
2020-02-28,2020-04-28,209,6,0.028708133971291867,0.02563580874872838,0.0030723252225634858,0.11984506721348837,False
2020-02-29,2020-04-29,209,6,0.028708133971291867,0.02563580874872838,0.0030723252225634858,0.11984506721348837,False
2020-03-01,2020-04-30,214,6,0.028037383177570093,0.02563580874872838,0.002401574428841712,0.0936804628393414,False
2020-03-02,2020-05-01,218,6,0.027522935779816515,0.02563580874872838,0.0018871270310881344,0.07361293141109668,False
2020-03-05,2020-05-04,208,5,0.02403846153846154,0.02563580874872838,-0.001597347210266841,-0.06230921855921845,False
2020-03-06,2020-05-05,208,4,0.019230769230769232,0.02563580874872838,-0.006405039517959149,-0.24984737484737476,False
2020-03-07,2020-05-06,208,4,0.019230769230769232,0.02563580874872838,-0.006405039517959149,-0.24984737484737476,False
2020-03-08,2020-05-07,213,4,0.018779342723004695,0.02563580874872838,-0.006856466025723686,-0.2674565914002533,False
2020-03-09,2020-05-08,218,4,0.01834862385321101,0.02563580874872838,-0.007287184895517371,-0.28425804572593555,False
2020-03-12,2020-05-11,208,3,0.014423076923076924,0.02563580874872838,-0.011212731825651457,-0.4373855311355311,False
2020-03-13,2020-05-12,208,2,0.009615384615384616,0.02563580874872838,-0.016020424133343765,-0.6249236874236874,True
2020-03-14,2020-05-13,208,2,0.009615384615384616,0.02563580874872838,-0.016020424133343765,-0.6249236874236874,True
2020-03-15,2020-05-14,213,2,0.009389671361502348,0.02563580874872838,-0.016246137387226033,-0.6337282957001267,True
2020-03-16,2020-05-15,218,2,0.009174311926605505,0.02563580874872838,-0.016461496822122876,-0.6421290228629678,True
2020-03-19,2020-05-18,208,2,0.009615384615384616,0.02563580874872838,-0.016020424133343765,-0.6249236874236874,True
2020-03-20,2020-05-19,208,1,0.004807692307692308,0.02563580874872838,-0.020828116441036073,-0.8124618437118437,True
2020-03-21,2020-05-20,208,1,0.004807692307692308,0.02563580874872838,-0.020828116441036073,-0.8124618437118437,True
2020-03-22,2020-05-21,213,1,0.004694835680751174,0.02563580874872838,-0.02094097306797721,-0.8168641478500634,True
2020-03-23,2020-05-22,218,1,0.0045871559633027525,0.02563580874872838,-0.02104865278542563,-0.8210645114314838,True
2020-03-26,2020-05-25,204,1,0.004901960784313725,0.02563580874872838,-0.020733847964414655,-0.8087846249610955,True
2020-03-27,2020-05-26,204,1,0.004901960784313725,0.02563580874872838,-0.020733847964414655,-0.8087846249610955,True
2020-03-28,2020-05-27,204,1,0.004901960784313725,0.02563580874872838,-0.020733847964414655,-0.8087846249610955,True
2020-03-29,2020-05-28,209,1,0.004784688995215311,0.02563580874872838,-0.02085111975351307,-0.8133591554644186,True
2020-03-30,2020-05-29,214,1,0.004672897196261682,0.02563580874872838,-0.020962911552466698,-0.8177199228601097,True
2020-04-02,2020-06-01,204,1,0.004901960784313725,0.02563580874872838,-0.020733847964414655,-0.8087846249610955,True
2020-04-03,2020-06-02,204,1,0.004901960784313725,0.02563580874872838,-0.020733847964414655,-0.8087846249610955,True
2020-04-04,2020-06-03,204,1,0.004901960784313725,0.02563580874872838,-0.020733847964414655,-0.8087846249610955,True
2020-04-05,2020-06-04,209,1,0.004784688995215311,0.02563580874872838,-0.02085111975351307,-0.8133591554644186,True
2020-04-06,2020-06-05,214,1,0.004672897196261682,0.02563580874872838,-0.020962911552466698,-0.8177199228601097,True
2020-04-09,2020-06-08,204,2,0.00980392156862745,0.02563580874872838,-0.01583188718010093,-0.6175692499221911,True
2020-04-10,2020-06-09,204,2,0.00980392156862745,0.02563580874872838,-0.01583188718010093,-0.6175692499221911,True
2020-04-11,2020-06-10,209,3,0.014354066985645933,0.02563580874872838,-0.011281741763082448,-0.44007746639325585,False
2020-04-12,2020-06-11,214,5,0.02336448598130841,0.02563580874872838,-0.0022713227674199706,-0.08859961430054886,False
2020-04-13,2020-06-12,219,5,0.0228310502283105,0.02563580874872838,-0.00280475852041788,-0.10940784228455461,False
2020-04-16,2020-06-15,210,4,0.01904761904761905,0.02563580874872838,-0.0065881897011093316,-0.256991685563114,False
2020-04-17,2020-06-16,210,4,0.01904761904761905,0.02563580874872838,-0.0065881897011093316,-0.256991685563114,False
2020-04-18,2020-06-17,210,4,0.01904761904761905,0.02563580874872838,-0.0065881897011093316,-0.256991685563114,False
2020-04-19,2020-06-18,215,4,0.018604651162790697,0.02563580874872838,-0.0070311575859376835,-0.2742709486895533,False
2020-04-20,2020-06-19,220,4,0.01818181818181818,0.02563580874872838,-0.0074539905669102,-0.2907647907647908,False
2020-04-23,2020-06-22,210,4,0.01904761904761905,0.02563580874872838,-0.0065881897011093316,-0.256991685563114,False
2020-04-24,2020-06-23,210,4,0.01904761904761905,0.02563580874872838,-0.0065881897011093316,-0.256991685563114,False
2020-04-25,2020-06-24,210,4,0.01904761904761905,0.02563580874872838,-0.0065881897011093316,-0.256991685563114,False
2020-04-26,2020-06-25,215,4,0.018604651162790697,0.02563580874872838,-0.0070311575859376835,-0.2742709486895533,False
2020-04-27,2020-06-26,220,4,0.01818181818181818,0.02563580874872838,-0.0074539905669102,-0.2907647907647908,False
2020-04-30,2020-06-29,210,4,0.01904761904761905,0.02563580874872838,-0.0065881897011093316,-0.256991685563114,False
2020-05-01,2020-06-30,210,4,0.01904761904761905,0.02563580874872838,-0.0065881897011093316,-0.256991685563114,False
2020-05-02,2020-07-01,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2020-05-03,2020-07-02,216,4,0.018518518518518517,0.02563580874872838,-0.007117290230209863,-0.2776308054085832,False
2020-05-04,2020-07-03,217,4,0.018433179723502304,0.02563580874872838,-0.007202629025226077,-0.28095969570623947,False
2020-05-07,2020-07-06,207,4,0.01932367149758454,0.02563580874872838,-0.006312137251143841,-0.24622344912199984,False
2020-05-08,2020-07-07,207,4,0.01932367149758454,0.02563580874872838,-0.006312137251143841,-0.24622344912199984,False
2020-05-09,2020-07-08,207,4,0.01932367149758454,0.02563580874872838,-0.006312137251143841,-0.24622344912199984,False
2020-05-10,2020-07-09,212,4,0.018867924528301886,0.02563580874872838,-0.006767884220426495,-0.2640011979634621,False
2020-05-11,2020-07-10,217,4,0.018433179723502304,0.02563580874872838,-0.007202629025226077,-0.28095969570623947,False
2020-05-14,2020-07-13,207,4,0.01932367149758454,0.02563580874872838,-0.006312137251143841,-0.24622344912199984,False
2020-05-15,2020-07-14,207,4,0.01932367149758454,0.02563580874872838,-0.006312137251143841,-0.24622344912199984,False
2020-05-16,2020-07-15,207,4,0.01932367149758454,0.02563580874872838,-0.006312137251143841,-0.24622344912199984,False
2020-05-17,2020-07-16,212,4,0.018867924528301886,0.02563580874872838,-0.006767884220426495,-0.2640011979634621,False
2020-05-18,2020-07-17,217,4,0.018433179723502304,0.02563580874872838,-0.007202629025226077,-0.28095969570623947,False
2020-05-21,2020-07-20,207,4,0.01932367149758454,0.02563580874872838,-0.006312137251143841,-0.24622344912199984,False
2020-05-22,2020-07-21,207,4,0.01932367149758454,0.02563580874872838,-0.006312137251143841,-0.24622344912199984,False
2020-05-23,2020-07-22,207,4,0.01932367149758454,0.02563580874872838,-0.006312137251143841,-0.24622344912199984,False
2020-05-24,2020-07-23,212,4,0.018867924528301886,0.02563580874872838,-0.006767884220426495,-0.2640011979634621,False
2020-05-25,2020-07-24,217,4,0.018433179723502304,0.02563580874872838,-0.007202629025226077,-0.28095969570623947,False
2020-05-28,2020-07-27,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2020-05-29,2020-07-28,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2020-05-30,2020-07-29,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2020-05-31,2020-07-30,216,4,0.018518518518518517,0.02563580874872838,-0.007117290230209863,-0.2776308054085832,False
2020-06-01,2020-07-31,221,5,0.02262443438914027,0.02563580874872838,-0.00301137435958811,-0.11746749982044097,False
2020-06-04,2020-08-03,211,5,0.023696682464454975,0.02563580874872838,-0.0019391262842734062,-0.07564131497780788,False
2020-06-05,2020-08-04,211,6,0.02843601895734597,0.02563580874872838,0.0028002102086175894,0.10923042202663058,False
2020-06-06,2020-08-05,211,6,0.02843601895734597,0.02563580874872838,0.0028002102086175894,0.10923042202663058,False
2020-06-07,2020-08-06,216,6,0.027777777777777776,0.02563580874872838,0.0021419690290493953,0.08355379188712522,False
2020-06-08,2020-08-07,221,7,0.03167420814479638,0.02563580874872838,0.006038399396067998,0.23554550025138263,False
2020-06-11,2020-08-10,211,5,0.023696682464454975,0.02563580874872838,-0.0019391262842734062,-0.07564131497780788,False
2020-06-12,2020-08-11,211,3,0.014218009478672985,0.02563580874872838,-0.011417799270055396,-0.4453847889866847,False
2020-06-13,2020-08-12,211,3,0.014218009478672985,0.02563580874872838,-0.011417799270055396,-0.4453847889866847,False
2020-06-14,2020-08-13,216,4,0.018518518518518517,0.02563580874872838,-0.007117290230209863,-0.2776308054085832,False
2020-06-15,2020-08-14,221,4,0.01809954751131222,0.02563580874872838,-0.007536261237416162,-0.2939739998563527,False
2020-06-18,2020-08-17,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2020-06-19,2020-08-18,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2020-06-20,2020-08-19,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2020-06-21,2020-08-20,216,4,0.018518518518518517,0.02563580874872838,-0.007117290230209863,-0.2776308054085832,False
2020-06-22,2020-08-21,221,4,0.01809954751131222,0.02563580874872838,-0.007536261237416162,-0.2939739998563527,False
2020-06-25,2020-08-24,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2020-06-26,2020-08-25,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2020-06-27,2020-08-26,211,4,0.018957345971563982,0.02563580874872838,-0.006678462777164398,-0.26051305198224617,False
2020-06-28,2020-08-27,216,5,0.023148148148148147,0.02563580874872838,-0.002487660600580234,-0.09703850676072898,False
2020-06-29,2020-08-28,221,5,0.02262443438914027,0.02563580874872838,-0.00301137435958811,-0.11746749982044097,False
2020-07-02,2020-08-31,211,6,0.02843601895734597,0.02563580874872838,0.0028002102086175894,0.10923042202663058,False
2020-07-03,2020-09-01,211,7,0.03317535545023697,0.02563580874872838,0.0075395467015085885,0.2941021590310692,False
2020-07-04,2020-09-02,215,8,0.037209302325581395,0.02563580874872838,0.011573493576853014,0.45145810262089336,False
2020-07-05,2020-09-03,220,9,0.04090909090909091,0.02563580874872838,0.015273282160362528,0.5957792207792209,True
2020-07-06,2020-09-04,225,9,0.04,0.02563580874872838,0.01436419125127162,0.5603174603174604,True
2020-07-09,2020-09-07,211,9,0.04265402843601896,0.02563580874872838,0.01701821968729058,0.663845633039946,True
2020-07-10,2020-09-08,211,9,0.04265402843601896,0.02563580874872838,0.01701821968729058,0.663845633039946,True
2020-07-11,2020-09-09,211,9,0.04265402843601896,0.02563580874872838,0.01701821968729058,0.663845633039946,True
2020-07-12,2020-09-10,216,9,0.041666666666666664,0.02563580874872838,0.016030857917938283,0.6253306878306878,True
2020-07-13,2020-09-11,221,9,0.04072398190045249,0.02563580874872838,0.015088173151724109,0.5885585003232063,True
2020-07-16,2020-09-14,211,9,0.04265402843601896,0.02563580874872838,0.01701821968729058,0.663845633039946,True
2020-07-17,2020-09-15,211,9,0.04265402843601896,0.02563580874872838,0.01701821968729058,0.663845633039946,True
2020-07-18,2020-09-16,211,9,0.04265402843601896,0.02563580874872838,0.01701821968729058,0.663845633039946,True
2020-07-19,2020-09-17,216,9,0.041666666666666664,0.02563580874872838,0.016030857917938283,0.6253306878306878,True
2020-07-20,2020-09-18,221,9,0.04072398190045249,0.02563580874872838,0.015088173151724109,0.5885585003232063,True
2020-07-23,2020-09-21,211,9,0.04265402843601896,0.02563580874872838,0.01701821968729058,0.663845633039946,True
2020-07-24,2020-09-22,211,10,0.04739336492890995,0.02563580874872838,0.02175755618018157,0.8487173700443843,True
2020-07-25,2020-09-23,211,10,0.04739336492890995,0.02563580874872838,0.02175755618018157,0.8487173700443843,True
2020-07-26,2020-09-24,216,10,0.046296296296296294,0.02563580874872838,0.020660487547567913,0.8059229864785421,True
2020-07-27,2020-09-25,221,10,0.04524886877828054,0.02563580874872838,0.01961306002955216,0.7650650003591181,True
2020-07-30,2020-09-28,211,10,0.04739336492890995,0.02563580874872838,0.02175755618018157,0.8487173700443843,True
2020-07-31,2020-09-29,211,10,0.04739336492890995,0.02563580874872838,0.02175755618018157,0.8487173700443843,True
2020-08-01,2020-09-30,211,9,0.04265402843601896,0.02563580874872838,0.01701821968729058,0.663845633039946,True
2020-08-02,2020-10-01,216,9,0.041666666666666664,0.02563580874872838,0.016030857917938283,0.6253306878306878,True
2020-08-03,2020-10-02,221,9,0.04072398190045249,0.02563580874872838,0.015088173151724109,0.5885585003232063,True
2020-08-06,2020-10-05,211,8,0.037914691943127965,0.02563580874872838,0.012278883194399584,0.4789738960355076,False
2020-08-07,2020-10-06,211,8,0.037914691943127965,0.02563580874872838,0.012278883194399584,0.4789738960355076,False
2020-08-08,2020-10-07,211,7,0.03317535545023697,0.02563580874872838,0.0075395467015085885,0.2941021590310692,False
2020-08-09,2020-10-08,216,8,0.037037037037037035,0.02563580874872838,0.011401228288308654,0.44473838918283365,False
2020-08-10,2020-10-09,221,9,0.04072398190045249,0.02563580874872838,0.015088173151724109,0.5885585003232063,True
2020-08-13,2020-10-12,211,9,0.04265402843601896,0.02563580874872838,0.01701821968729058,0.663845633039946,True
2020-08-14,2020-10-13,211,8,0.037914691943127965,0.02563580874872838,0.012278883194399584,0.4789738960355076,False
2020-08-15,2020-10-14,211,9,0.04265402843601896,0.02563580874872838,0.01701821968729058,0.663845633039946,True
2020-08-16,2020-10-15,216,9,0.041666666666666664,0.02563580874872838,0.016030857917938283,0.6253306878306878,True
2020-08-17,2020-10-16,221,10,0.04524886877828054,0.02563580874872838,0.01961306002955216,0.7650650003591181,True
2020-08-20,2020-10-19,211,11,0.052132701421800945,0.02563580874872838,0.026496892673072564,1.0335891070488228,True
2020-08-21,2020-10-20,211,11,0.052132701421800945,0.02563580874872838,0.026496892673072564,1.0335891070488228,True
2020-08-22,2020-10-21,211,11,0.052132701421800945,0.02563580874872838,0.026496892673072564,1.0335891070488228,True
2020-08-23,2020-10-22,216,11,0.05092592592592592,0.02563580874872838,0.025290117177197542,0.9865152851263963,True
2020-08-24,2020-10-23,221,11,0.049773755656108594,0.02563580874872838,0.024137946907380213,0.9415715003950298,True
2020-08-27,2020-10-26,211,11,0.052132701421800945,0.02563580874872838,0.026496892673072564,1.0335891070488228,True
2020-08-28,2020-10-27,210,10,0.047619047619047616,0.02563580874872838,0.021983238870319236,0.8575207860922147,True
2020-08-29,2020-10-28,209,10,0.04784688995215311,0.02563580874872838,0.02221108120342473,0.8664084453558138,True
2020-08-30,2020-10-29,213,10,0.046948356807511735,0.02563580874872838,0.021312548058783354,0.8313585214993666,True
2020-08-31,2020-10-30,217,10,0.04608294930875576,0.02563580874872838,0.02044714056002738,0.7976007607344014,True
2020-09-03,2020-11-02,206,7,0.03398058252427184,0.02563580874872838,0.008344773775543463,0.325512405609493,False
2020-09-04,2020-11-03,205,6,0.02926829268292683,0.02563580874872838,0.00363248393419845,0.14169570267131257,False
2020-09-05,2020-11-04,204,6,0.029411764705882353,0.02563580874872838,0.0037759559571539716,0.14729225023342676,False
2020-09-06,2020-11-05,208,6,0.028846153846153848,0.02563580874872838,0.003210345097425467,0.12522893772893787,False
2020-09-07,2020-11-06,212,6,0.02830188679245283,0.02563580874872838,0.00266607804372445,0.10399820305480692,False
2020-09-10,2020-11-09,205,7,0.03414634146341464,0.02563580874872838,0.008510532714686256,0.33197831978319803,False
2020-09-11,2020-11-10,204,7,0.03431372549019608,0.02563580874872838,0.0086779167414677,0.33850762527233136,False
2020-09-12,2020-11-11,203,7,0.034482758620689655,0.02563580874872838,0.008846949871961274,0.3451012588943624,False
2020-09-13,2020-11-12,207,7,0.033816425120772944,0.02563580874872838,0.008180616372044563,0.31910896403650024,False
2020-09-14,2020-11-13,211,7,0.03317535545023697,0.02563580874872838,0.0075395467015085885,0.2941021590310692,False
2020-09-17,2020-11-16,200,7,0.035,0.02563580874872838,0.009364191251271622,0.365277777777778,False
2020-09-18,2020-11-17,199,7,0.035175879396984924,0.02563580874872838,0.009540070648256543,0.37213847012841994,False
2020-09-19,2020-11-18,198,7,0.03535353535353535,0.02563580874872838,0.009717726604806971,0.37906846240179576,False
2020-09-20,2020-11-19,202,7,0.034653465346534656,0.02563580874872838,0.009017656597806276,0.35176017601760196,False
2020-09-21,2020-11-20,206,7,0.03398058252427184,0.02563580874872838,0.008344773775543463,0.325512405609493,False
2020-09-24,2020-11-23,195,6,0.03076923076923077,0.02563580874872838,0.00513342202050239,0.2002442002442004,False
2020-09-25,2020-11-24,195,6,0.03076923076923077,0.02563580874872838,0.00513342202050239,0.2002442002442004,False
2020-09-26,2020-11-25,194,6,0.030927835051546393,0.02563580874872838,0.005292026302818012,0.206431026018655,False
2020-09-28,2020-11-27,199,6,0.03015075376884422,0.02563580874872838,0.004514945020115839,0.17611868868150277,False
2020-10-01,2020-11-30,189,6,0.031746031746031744,0.02563580874872838,0.006110222997303363,0.23834719072814312,False
2020-10-02,2020-12-01,188,6,0.031914893617021274,0.02563580874872838,0.006279084868292893,0.24493414387031406,False
2020-10-03,2020-12-02,187,6,0.03208556149732621,0.02563580874872838,0.006449752748597826,0.25159154570919295,False
2020-10-04,2020-12-03,191,6,0.031413612565445025,0.02563580874872838,0.005777803816716644,0.22538020443779608,False
2020-10-05,2020-12-04,195,6,0.03076923076923077,0.02563580874872838,0.00513342202050239,0.2002442002442004,False
2020-10-08,2020-12-07,184,6,0.03260869565217391,0.02563580874872838,0.006972886903445531,0.2719979296066253,False
2020-10-09,2020-12-08,184,5,0.02717391304347826,0.02563580874872838,0.0015381042947498792,0.059998274672187754,False
2020-10-10,2020-12-09,183,4,0.02185792349726776,0.02563580874872838,-0.0037778852514606213,-0.14736750802324566,False
2020-10-11,2020-12-10,188,4,0.02127659574468085,0.02563580874872838,-0.00435921300404753,-0.17004390408645725,False
2020-10-12,2020-12-11,192,4,0.020833333333333332,0.02563580874872838,-0.004802475415395049,-0.18733465608465608,False
2020-10-15,2020-12-14,182,3,0.016483516483516484,0.02563580874872838,-0.009152292265211897,-0.3570120355834641,False
2020-10-16,2020-12-15,181,4,0.022099447513812154,0.02563580874872838,-0.003536361234916227,-0.13794615452074013,False
2020-10-17,2020-12-16,180,3,0.016666666666666666,0.02563580874872838,-0.008969142082061714,-0.3498677248677248,False
2020-10-18,2020-12-17,184,3,0.016304347826086956,0.02563580874872838,-0.009331460922641425,-0.36400103519668736,False
2020-10-19,2020-12-18,188,3,0.015957446808510637,0.02563580874872838,-0.009678361940217744,-0.37753292806484295,False
2020-10-22,2020-12-21,178,3,0.016853932584269662,0.02563580874872838,-0.008781876164458718,-0.3425628678437667,False
2020-10-23,2020-12-22,178,4,0.02247191011235955,0.02563580874872838,-0.003163898636368831,-0.12341715712502226,False
2020-10-24,2020-12-23,177,4,0.022598870056497175,0.02563580874872838,-0.003036938692231206,-0.11846471168505061,False
2020-10-25,2020-12-24,182,4,0.02197802197802198,0.02563580874872838,-0.003657786770706401,-0.1426827141112854,False
